"seccion","X.x","munn.x","edon.x","disloc2015","disloc2017","disfed2017","X.y","edon.y","munn.y","escenario1","escenario2","escenario3_cg","escenario3","pan_cnv1","pri_clv1","panal_cnv2","pan_cnv2","prd_cnv2","pri_clv2","pt_clv2","pvem_clv2","esc1_panCNV1","esc1_priCLV1","esc2_panalCNV2","esc2_panCNV2","esc2_prdCNV2","esc2_priCLV2","esc2_ptCLV2","esc2_pvemCLV2","SQ","dsiSQ_E1","dsiSQ_E3"
1189,1166,64,26,21,21,7,1166,26,64,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1190,1167,64,26,21,21,7,1167,26,64,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1191,1168,64,26,21,21,7,1168,26,64,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1192,1169,64,26,21,21,7,1169,26,64,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1193,1170,64,26,21,21,7,1170,26,64,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1194,1171,64,26,21,21,7,1171,26,64,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1195,1172,64,26,21,21,7,1172,26,64,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1196,1173,64,26,21,21,7,1173,26,64,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1197,1174,64,26,21,21,7,1174,26,64,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1198,1175,64,26,21,21,7,1175,26,64,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1199,1176,64,26,21,21,7,1176,26,64,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1200,1177,64,26,21,21,7,1177,26,64,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1201,1178,64,26,21,21,7,1178,26,64,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1202,1179,64,26,21,21,7,1179,26,64,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1203,1180,64,26,21,21,7,1180,26,64,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1204,1181,64,26,21,21,7,1181,26,64,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1205,1182,64,26,21,21,7,1182,26,64,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1206,1183,64,26,21,21,7,1183,26,64,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1207,1184,64,26,21,21,7,1184,26,64,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1208,1185,64,26,21,21,7,1185,26,64,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1209,1186,64,26,21,21,7,1186,26,64,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1210,1187,64,26,21,21,7,1187,26,64,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1211,1188,64,26,21,21,7,1188,26,64,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1212,1189,64,26,21,21,7,1189,26,64,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1213,1190,64,26,21,21,7,1190,26,64,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1214,1191,64,26,21,21,7,1191,26,64,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1215,1192,64,26,21,21,7,1192,26,64,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1216,1193,64,26,21,21,7,1193,26,64,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1217,1194,64,26,21,21,7,1194,26,64,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1218,1195,64,26,21,21,7,1195,26,64,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1219,1196,64,26,21,21,7,1196,26,64,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1220,1197,64,26,21,21,7,1197,26,64,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1221,1198,64,26,21,21,7,1198,26,64,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1222,1199,64,26,21,21,7,1199,26,64,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1223,1200,64,26,21,21,7,1200,26,64,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1224,1201,64,26,21,21,7,1201,26,64,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1225,1202,64,26,21,21,7,1202,26,64,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1226,1203,64,26,21,21,7,1203,26,64,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1227,1204,64,26,21,21,7,1204,26,64,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1228,1205,64,26,21,21,7,1205,26,64,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1229,1206,64,26,21,21,7,1206,26,64,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1230,1207,65,26,19,19,7,1207,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1231,1208,65,26,19,19,7,1208,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1232,1209,65,26,19,19,7,1209,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1233,1210,65,26,19,19,7,1210,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1234,1211,65,26,19,19,7,1211,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1235,1212,65,26,19,19,7,1212,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1236,1213,65,26,19,19,7,1213,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1237,1214,65,26,19,19,7,1214,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1238,1215,65,26,19,19,7,1215,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1239,1216,65,26,19,19,7,1216,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1240,1217,65,26,19,19,7,1217,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1241,1218,65,26,19,19,7,1218,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1242,1219,65,26,19,19,7,1219,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1243,1220,65,26,20,20,7,1220,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1244,1221,65,26,19,19,7,1221,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1245,1222,65,26,19,19,7,1222,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1246,1223,65,26,19,19,7,1223,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1247,1224,65,26,19,19,7,1224,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1248,1225,65,26,19,19,7,1225,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1249,1226,65,26,19,19,7,1226,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1250,1227,65,26,19,19,7,1227,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1251,1228,65,26,19,19,7,1228,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1252,1229,65,26,19,19,7,1229,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1253,1230,65,26,19,19,7,1230,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1254,1231,65,26,19,19,7,1231,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1255,1232,65,26,19,19,7,1232,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1256,1233,65,26,19,19,7,1233,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1257,1234,65,26,19,19,7,1234,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1258,1235,65,26,20,20,7,1235,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1259,1236,65,26,20,20,7,1236,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1260,1237,65,26,20,20,7,1237,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1261,1238,65,26,20,20,7,1238,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1262,1239,65,26,20,20,7,1239,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1263,1240,65,26,19,19,7,1240,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1264,1241,65,26,19,19,7,1241,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1265,1242,65,26,19,19,7,1242,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1266,1243,65,26,19,19,7,1243,26,65,21,21,21,21,21,16,21,21,21,17,21,20,1,0,1,1,1,0,1,0,19,0.701,0.701
1267,1244,65,26,20,20,7,1244,26,65,21,21,21,21,21,16,21,21,21,17,21,20,1,0,1,1,1,0,1,0,19,0.701,0.701
1268,1245,65,26,19,19,7,1245,26,65,21,21,21,21,21,16,21,21,21,17,21,20,1,0,1,1,1,0,1,0,19,0.701,0.701
1269,1246,65,26,20,20,7,1246,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1270,1247,65,26,19,19,7,1247,26,65,20,20,20,20,20,17,20,20,20,18,20,21,1,0,1,1,1,0,1,0,20,0.79,0.79
1271,1248,65,26,19,19,7,1248,26,65,20,20,20,20,20,17,20,20,20,18,20,21,1,0,1,1,1,0,1,0,20,0.79,0.79
1272,1249,65,26,19,19,7,1249,26,65,20,20,20,20,20,17,20,20,20,18,20,21,1,0,1,1,1,0,1,0,20,0.79,0.79
1273,1250,65,26,19,19,7,1250,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1274,1251,65,26,19,19,7,1251,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1275,1252,65,26,19,19,7,1252,26,65,20,20,20,20,20,17,20,20,20,18,20,21,1,0,1,1,1,0,1,0,20,0.79,0.79
1276,1253,65,26,19,19,7,1253,26,65,20,20,20,20,20,17,20,20,20,18,20,21,1,0,1,1,1,0,1,0,20,0.79,0.79
1277,1254,65,26,19,19,7,1254,26,65,20,20,20,20,20,17,20,20,20,18,20,21,1,0,1,1,1,0,1,0,20,0.79,0.79
1278,1255,65,26,19,19,7,1255,26,65,20,20,20,20,20,17,20,20,20,18,20,21,1,0,1,1,1,0,1,0,20,0.79,0.79
1279,1256,65,26,19,19,7,1256,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1280,1257,65,26,19,19,7,1257,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1281,1258,65,26,19,19,7,1258,26,65,21,21,21,21,21,16,21,21,21,17,21,20,1,0,1,1,1,0,1,0,19,0.701,0.701
1282,1259,65,26,19,19,7,1259,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1283,1260,65,26,19,19,7,1260,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1284,1261,65,26,19,19,7,1261,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1285,1262,65,26,19,19,7,1262,26,65,20,20,20,20,20,17,20,20,20,18,20,21,1,0,1,1,1,0,1,0,20,0.79,0.79
1286,1263,65,26,19,19,7,1263,26,65,20,20,20,20,20,17,20,20,20,18,20,21,1,0,1,1,1,0,1,0,20,0.79,0.79
1287,1264,65,26,19,19,7,1264,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1288,1265,65,26,19,19,7,1265,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1289,1266,65,26,19,19,7,1266,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1290,1267,65,26,20,20,7,1267,26,65,20,20,20,20,20,17,20,20,20,18,20,21,1,0,1,1,1,0,1,0,20,0.79,0.79
1291,1268,65,26,20,20,7,1268,26,65,20,20,20,20,20,17,20,20,20,18,20,21,1,0,1,1,1,0,1,0,20,0.79,0.79
1292,1269,65,26,20,20,7,1269,26,65,20,20,20,20,20,16,20,20,20,17,20,20,1,0,1,1,1,0,1,1,20,0.79,0.79
1293,1270,65,26,20,20,7,1270,26,65,20,20,20,20,20,16,20,20,20,17,20,20,1,0,1,1,1,0,1,1,20,0.79,0.79
1294,1271,65,26,20,20,7,1271,26,65,20,20,20,20,20,16,20,20,20,17,20,20,1,0,1,1,1,0,1,1,20,0.79,0.79
1295,1272,65,26,20,20,7,1272,26,65,20,20,20,20,20,16,20,20,20,17,20,20,1,0,1,1,1,0,1,1,20,0.79,0.79
1296,1273,65,26,20,20,7,1273,26,65,20,20,20,20,20,16,20,20,20,17,20,20,1,0,1,1,1,0,1,1,20,0.79,0.79
1297,1274,65,26,20,20,7,1274,26,65,20,20,20,20,20,16,20,20,20,17,20,20,1,0,1,1,1,0,1,1,20,0.79,0.79
1298,1275,65,26,20,20,7,1275,26,65,20,20,20,20,20,16,20,20,20,17,20,20,1,0,1,1,1,0,1,1,20,0.79,0.79
1299,1276,65,26,20,20,7,1276,26,65,20,20,20,20,20,16,20,20,20,17,20,20,1,0,1,1,1,0,1,1,20,0.79,0.79
1300,1277,65,26,20,20,7,1277,26,65,20,20,20,20,20,16,20,20,20,17,20,20,1,0,1,1,1,0,1,1,20,0.79,0.79
1301,1278,65,26,20,20,7,1278,26,65,20,20,20,20,20,16,20,20,20,17,20,20,1,0,1,1,1,0,1,1,20,0.79,0.79
1302,1279,65,26,19,19,7,1279,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1303,1280,65,26,19,19,7,1280,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1304,1281,65,26,19,19,7,1281,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1305,1282,65,26,19,19,7,1282,26,65,21,21,21,21,21,17,21,21,21,18,21,21,1,0,1,1,1,0,1,1,19,0.701,0.701
1306,1283,66,26,18,18,1,1283,26,66,1,1,1,1,1,4,1,1,4,21,3,1,1,0,1,1,0,0,0,1,21,0.7,0.805
1307,1284,67,26,19,19,7,1284,26,67,1,1,1,1,1,14,1,1,4,15,4,18,1,0,1,1,0,0,0,0,21,0.7,0.805
1308,1285,67,26,19,19,7,1285,26,67,1,1,1,1,1,14,1,1,4,15,4,18,1,0,1,1,0,0,0,0,21,0.7,0.805
1309,1286,67,26,19,19,7,1286,26,67,1,1,1,1,1,14,1,1,4,15,4,18,1,0,1,1,0,0,0,0,21,0.7,0.805
1310,1287,68,26,18,18,7,1287,26,68,1,1,1,1,1,14,1,1,4,15,4,18,1,0,1,1,0,0,0,0,21,0.7,0.805
1311,1288,68,26,18,18,7,1288,26,68,1,1,1,1,1,14,1,1,4,15,4,18,1,0,1,1,0,0,0,0,21,0.7,0.805
1312,1289,68,26,18,18,7,1289,26,68,1,1,1,1,1,14,1,1,4,15,4,18,1,0,1,1,0,0,0,0,21,0.7,0.805
1313,1290,68,26,18,18,7,1290,26,68,1,1,1,1,1,14,1,1,4,15,4,18,1,0,1,1,0,0,0,0,21,0.7,0.805
1314,1291,68,26,18,18,7,1291,26,68,1,1,1,1,1,14,1,1,4,15,4,18,1,0,1,1,0,0,0,0,21,0.7,0.805
1315,1292,68,26,18,18,7,1292,26,68,1,1,1,1,1,14,1,1,4,15,4,18,1,0,1,1,0,0,0,0,21,0.7,0.805
1316,1293,69,26,18,18,1,1293,26,69,1,1,1,1,1,4,1,1,4,21,3,1,1,0,1,1,0,0,0,1,21,0.7,0.805
1317,1294,69,26,18,18,1,1294,26,69,1,1,1,1,1,4,1,1,4,21,3,1,1,0,1,1,0,0,0,1,21,0.7,0.805
1318,1295,69,26,18,18,1,1295,26,69,1,1,1,1,1,4,1,1,4,21,3,1,1,0,1,1,0,0,0,1,21,0.7,0.805
1319,1296,69,26,18,18,1,1296,26,69,1,1,1,1,1,4,1,1,4,21,3,1,1,0,1,1,0,0,0,1,21,0.7,0.805
1320,1297,69,26,18,18,1,1297,26,69,1,1,1,1,1,4,1,1,4,21,3,1,1,0,1,1,0,0,0,1,21,0.7,0.805
1321,1298,69,26,18,18,1,1298,26,69,1,1,1,1,1,4,1,1,4,21,3,1,1,0,1,1,0,0,0,1,21,0.7,0.805
1322,1299,69,26,18,18,1,1299,26,69,1,1,1,1,1,4,1,1,4,21,3,1,1,0,1,1,0,0,0,1,21,0.7,0.805
1323,1300,70,26,2,2,3,1300,26,70,2,2,2,2,2,18,2,2,3,9,17,12,1,0,1,1,0,0,0,0,3,0.718,0.718
1324,1301,70,26,2,2,3,1301,26,70,2,2,2,2,2,18,2,2,3,9,17,12,1,0,1,1,0,0,0,0,3,0.718,0.718
1325,1302,70,26,2,2,3,1302,26,70,2,2,2,2,2,18,2,2,3,9,17,12,1,0,1,1,0,0,0,0,3,0.718,0.718
1326,1303,70,26,2,2,3,1303,26,70,2,2,2,2,2,18,2,2,3,9,17,12,1,0,1,1,0,0,0,0,3,0.718,0.718
1327,1304,70,26,2,2,3,1304,26,70,2,2,2,2,2,18,2,2,3,9,17,12,1,0,1,1,0,0,0,0,3,0.718,0.718
1328,1305,70,26,2,2,3,1305,26,70,2,2,2,2,2,18,2,2,3,9,17,12,1,0,1,1,0,0,0,0,3,0.718,0.718
1329,1306,70,26,2,2,3,1306,26,70,2,2,2,2,2,18,2,2,3,9,17,12,1,0,1,1,0,0,0,0,3,0.718,0.718
1330,1307,70,26,2,2,3,1307,26,70,2,2,2,2,2,18,2,2,3,9,17,12,1,0,1,1,0,0,0,0,3,0.718,0.718
1331,1308,71,26,20,20,7,1308,26,71,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1332,1309,49,26,8,8,4,1309,26,49,8,8,8,8,8,10,8,8,8,6,7,9,1,0,1,1,1,0,0,0,8,0.355,0.355
1333,1310,49,26,8,8,4,1310,26,49,8,8,8,8,8,10,8,8,8,6,7,9,1,0,1,1,1,0,0,0,8,0.355,0.355
1334,1311,49,26,8,8,4,1311,26,49,8,8,8,8,8,10,8,8,8,6,7,9,1,0,1,1,1,0,0,0,8,0.355,0.355
1335,1312,49,26,8,8,4,1312,26,49,8,8,8,8,8,10,8,8,8,6,7,9,1,0,1,1,1,0,0,0,8,0.355,0.355
1336,1313,49,26,8,8,4,1313,26,49,8,8,8,8,8,10,8,8,8,6,7,9,1,0,1,1,1,0,0,0,8,0.355,0.355
1337,1314,49,26,8,8,4,1314,26,49,8,8,8,8,8,10,8,8,8,6,7,9,1,0,1,1,1,0,0,0,8,0.355,0.355
1338,1315,49,26,8,8,4,1315,26,49,8,8,8,8,8,10,8,8,8,6,7,9,1,0,1,1,1,0,0,0,8,0.355,0.355
1339,1316,49,26,8,8,4,1316,26,49,8,8,8,8,8,10,8,8,8,6,7,9,1,0,1,1,1,0,0,0,8,0.355,0.355
1340,1317,49,26,8,8,4,1317,26,49,8,8,8,8,8,10,8,8,8,6,7,9,1,0,1,1,1,0,0,0,8,0.355,0.355
1341,1318,49,26,8,8,4,1318,26,49,8,8,8,8,8,10,8,8,8,6,7,9,1,0,1,1,1,0,0,0,8,0.355,0.355
1342,1319,49,26,8,8,4,1319,26,49,8,8,8,8,8,10,8,8,8,6,7,9,1,0,1,1,1,0,0,0,8,0.355,0.355
1343,1320,49,26,8,8,4,1320,26,49,8,8,8,8,8,10,8,8,8,6,7,9,1,0,1,1,1,0,0,0,8,0.355,0.355
1344,1321,49,26,8,8,4,1321,26,49,8,8,8,8,8,10,8,8,8,6,7,9,1,0,1,1,1,0,0,0,8,0.355,0.355
1345,1322,49,26,8,8,4,1322,26,49,8,8,8,8,8,10,8,8,8,6,7,9,1,0,1,1,1,0,0,0,8,0.355,0.355
1346,1323,49,26,8,8,4,1323,26,49,8,8,8,8,8,10,8,8,8,6,7,9,1,0,1,1,1,0,0,0,8,0.355,0.355
1347,1324,49,26,8,8,4,1324,26,49,8,8,8,8,8,10,8,8,8,6,7,9,1,0,1,1,1,0,0,0,8,0.355,0.355
1348,1325,49,26,8,8,4,1325,26,49,8,8,8,8,8,10,8,8,8,6,7,9,1,0,1,1,1,0,0,0,8,0.355,0.355
1349,1326,49,26,8,8,4,1326,26,49,8,8,8,8,8,10,8,8,8,6,7,9,1,0,1,1,1,0,0,0,8,0.355,0.355
1350,1327,49,26,8,8,4,1327,26,49,8,8,8,8,8,10,8,8,8,6,7,9,1,0,1,1,1,0,0,0,8,0.355,0.355
1351,1328,49,26,8,8,4,1328,26,49,8,8,8,8,8,10,8,8,8,6,7,9,1,0,1,1,1,0,0,0,8,0.355,0.355
1352,1329,49,26,8,8,4,1329,26,49,8,8,8,8,8,10,8,8,8,6,7,9,1,0,1,1,1,0,0,0,8,0.355,0.355
1353,1330,49,26,8,8,4,1330,26,49,8,8,8,8,8,10,8,8,8,6,7,9,1,0,1,1,1,0,0,0,8,0.355,0.355
1354,1331,49,26,8,8,4,1331,26,49,8,8,8,8,8,10,8,8,8,6,7,9,1,0,1,1,1,0,0,0,8,0.355,0.355
1355,1332,49,26,8,8,4,1332,26,49,8,8,8,8,8,10,8,8,8,6,7,9,1,0,1,1,1,0,0,0,8,0.355,0.355
1356,1333,49,26,8,8,4,1333,26,49,8,8,8,8,8,10,8,8,8,6,7,9,1,0,1,1,1,0,0,0,8,0.355,0.355
1357,1334,49,26,8,8,4,1334,26,49,8,8,8,8,8,10,8,8,8,6,7,9,1,0,1,1,1,0,0,0,8,0.355,0.355
1358,1335,49,26,8,8,4,1335,26,49,8,8,8,8,8,10,8,8,8,6,7,9,1,0,1,1,1,0,0,0,8,0.355,0.355
1359,1336,49,26,8,8,4,1336,26,49,8,8,8,8,8,10,8,8,8,6,7,9,1,0,1,1,1,0,0,0,8,0.355,0.355
1360,1337,49,26,8,8,4,1337,26,49,8,8,8,8,8,10,8,8,8,6,7,9,1,0,1,1,1,0,0,0,8,0.355,0.355
1361,1338,49,26,8,8,4,1338,26,49,5,5,5,5,5,10,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
1362,1339,3,26,3,3,3,1339,26,3,2,2,2,2,2,2,2,2,3,19,5,3,1,1,1,1,0,0,0,0,3,0.718,0.718
1363,1340,3,26,3,3,3,1340,26,3,2,2,2,2,2,2,2,2,3,19,5,3,1,1,1,1,0,0,0,0,3,0.718,0.718
1364,1341,3,26,3,3,3,1341,26,3,2,2,2,2,2,2,2,2,3,19,5,3,1,1,1,1,0,0,0,0,3,0.718,0.718
1365,1342,3,26,3,3,3,1342,26,3,2,2,2,2,2,2,2,2,3,19,5,3,1,1,1,1,0,0,0,0,3,0.718,0.718
1366,1343,52,26,3,3,3,1343,26,52,2,2,2,2,2,1,2,2,3,19,5,3,1,0,1,1,0,0,0,0,3,0.718,0.718
1367,1344,52,26,3,3,3,1344,26,52,2,2,2,2,2,1,2,2,3,19,5,3,1,0,1,1,0,0,0,0,3,0.718,0.718
1368,1345,30,26,5,5,2,1345,26,30,15,15,15,15,15,3,15,15,15,8,2,10,1,0,1,1,1,0,0,0,5,0.705,0.705
1369,1346,30,26,5,5,2,1346,26,30,15,15,15,15,15,3,15,15,15,8,2,10,1,0,1,1,1,0,0,0,5,0.705,0.705
1370,1347,30,26,5,5,2,1347,26,30,15,15,15,15,15,3,15,15,15,8,2,10,1,0,1,1,1,0,0,0,5,0.705,0.705
1371,1348,30,26,5,5,2,1348,26,30,15,15,15,15,15,3,15,15,15,8,2,10,1,0,1,1,1,0,0,0,5,0.705,0.705
1372,1349,30,26,5,5,2,1349,26,30,15,15,15,15,15,3,15,15,15,8,2,10,1,0,1,1,1,0,0,0,5,0.705,0.705
1373,1350,30,26,5,5,2,1350,26,30,15,15,15,15,15,3,15,15,15,8,2,10,1,0,1,1,1,0,0,0,5,0.705,0.705
1374,1351,30,26,5,5,2,1351,26,30,15,15,15,15,15,3,15,15,15,8,2,10,1,0,1,1,1,0,0,0,5,0.705,0.705
1375,1352,30,26,5,5,2,1352,26,30,15,15,15,15,15,3,15,15,15,8,2,10,1,0,1,1,1,0,0,0,5,0.705,0.705
1376,1353,30,26,5,5,2,1353,26,30,15,15,15,15,15,3,15,15,15,8,2,10,1,0,1,1,1,0,0,0,5,0.705,0.705
